customer_text,brand_reply,intent
@AppleSupport okay but I have the iphone se so wouldn’t that mess up the phone even more?,@662417 We always recommend to keep devices up-to-date with the latest compatible software for your device. Further questions? Send us a DM: https://t.co/GDrqU22YpT,other_general
"my phone is mad glitchy, it freezes, &amp; it keeps erasing all of my pics then they they download &amp; show up in my albums again. @115858 what is going on",@670126 Let's look into this for you.  Send us a DM with your current iOS version and a screenshot of your iCloud photo settings located under Settings &gt; Name &gt; iCloud &gt; Photos. https://t.co/GDrqU22YpT,device_troubleshooting
my new phone literally spontaneously combusted the DAY iphone x came out........I Know What You Did @115858,"@292428 We take this very seriously, and would like to discuss this issue with you further in DM. Please meet us there with details. https://t.co/GDrqU22YpT",other_general
@AppleSupport my phone is not picking up both cellular data and wifi..... what might be the problem?,@378929 We're here for you! What exactly are you experiencing? Are you unable to access any data or you don't have signal at all?,device_troubleshooting
"I spent an hour deleting 1,700 photos from my phone yesterday and today they all came back. @AppleSupport wtf?","@301237 We can help. DM us, and we'll look into this. https://t.co/GDrqU22YpT",other_general
Great - for the SECOND TIME I was hung up on by fucking @AppleSupport this is #bullshit #samsungnexttime maybe?,@809492 We'd like to look into this with you. Send us a DM and we can start there. https://t.co/GDrqU22YpT,other_general
My phone has been so fucked up lately get your shit together @115858,@820670 We're here to help with any issues you maybe having. Let us know more about the issue or issues in a DM and we'll go from there. https://t.co/GDrqU22YpT,other_general
My left AirPod consistently does not charge and doesn’t hold a charge. @115858 https://t.co/aukKJexP3n,@316710 We'll be happy to assist with this. When did you start to notice this happen?,billing_subscription
"@115948 @AppleSupport why when I create playlists nothing saves? I put it in order and it doesn’t save, and songs just disappear. Ffs",@252872 We'd like to help out! Are you an Apple Music subscriber? Which iOS version is installed on your device?,repair_order_status
@AppleSupport I was also able to install OS on external ssd drive (works only over usb2). I can access my internal ssd from it but still can’t boot.,"@149263 Sounds like you've presented us with a couple issues and we'd like to tackle them one at a time. Let's start with the first, Wi-Fi. Have you had a chance to test with multiple 5 GHz connections? Please DM us. https://t.co/GDrqU22YpT",other_general
@AppleSupport Nope. when i click it nothing happens,@321033 Thanks. Let's try starting up in Safe Mode to see if it launches. This article explains how: https://t.co/PQ4LSYhUTY,other_general
Hi @AppleSupport I wish your website was working. Chat windows disconnect for no reason within a couple of minutes and can't schedule phne support calls either. #AppleSupportGate,@723578 We want to help! DM us and let us know more about the issues you are having. We can look more into this issue from here. https://t.co/GDrqU22YpT,other_general
"@AppleSupport wenn ich von ‚Flugmodus an‘ zurück auf ‚Flugmodus aus‘ stelle, schaltet sich Blutooth automatisch ungewollt an! 🤔iOS 11.0.3",@473486 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,other_general
"@AppleSupport iPhone 7+, purchased 6 mths ago @127894 keeps #cutting off call when I #phone out. Not happening on any calls received. #Frustrating - #disappointed #customer  - please advise",@790405 We can certainly take a look at this with you. Have you been able to restart your iPhone or toggle Airplane Mode on and then off? Our website here has more helpful tips: https://t.co/97BrailZaF,other_general
@AppleSupport All currently up to date,@518417 We want to help. Send us a DM and let us know exactly what apps seem to be causing issues. https://t.co/GDrqU22YpT,other_general
@115858 @AppleSupport all of the photos on my camera roll got deleted! Are you serious I’m so annoyed!!! About 1 hour ago they were all there now gone! 🤬😡 #Apple,"@813658 Hey there. We've received your DM, and will be following up with you there. Be on the lookout for our reply.",device_troubleshooting
why tf would my laptop randomly shut down and install a software update? wtf @115858 @115858 @115858,@686012 We'd love to help. Does it allow you to start the Mac back up? DM the answer below. https://t.co/GDrqU22YpT,other_general
@AppleSupport ^,@742490 We'd like to look into this with you. Send us a DM by clicking on the link below. We'll continue there. https://t.co/GDrqU22YpT,other_general
TrueDepth camera stopped working on my iPhone X out of nowhere.......2 Weeks with the phone and already malfunctioning for real Apple? A $1000 dlls phone and no fix?....... so much for the future now  @115858 @AppleSupport @128511,@820669 That's not what we'd like to hear about your experience with your new iPhone X. Let's figure out the best solution here to getting this fixed. What are you seeing when trying to use the front camera? Does Face ID work for unlocking your iPhone? Let us know in DM. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport Does the 2017 iMac support 1080p screens through (usb c to) HDMI? or 4k only?,@390958 We're happy to help. Take a look here: https://t.co/wzSbyedgBX https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport iOS 11.0.3,@409333 Thanks. Does the keyboard stay like this or does it eventually move appropriately? Have you restarted since this happened?,other_general
"Dear @115858 !
The iOS11 is very beautiful but the battery life is terrifyingly bad. This is the worst battery life ever on my iPhone. 😢😕",@298307 We'd like to help with this. Have you tried any of the suggestions here: https://t.co/bivpdfBNJ6 Let us know if this helps.,device_troubleshooting
"@AppleSupport Yes and yes, restarted multiple times, used 2 different Wi-Fi connections. I’m locked out of my Apple ID for iCloud and iMessage on my iPhone as well :(",@796314 We want to get you on the path to a resolution to this. Are you able to log into https://t.co/MdGttkkFL9 from your computer? Let us know in DM. https://t.co/GDrqU22YpT,account_access
@115858 my wife is ticked that her iPhone SE is freezing since the ios11 update.  No amount of restarting fixes it!! #youGotProblems,@712786 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport help. iPhone 8. iOS 11.1.2 keeps restarting itself!,@245201 We're happy to help! Please check out the following article: https://t.co/osZOKKTalm If you need to update the iOS be sure to create a backup before beginning. DM us if you have additional questions.,device_troubleshooting
Hey @AppleSupport why does my phone do the A ? all over social media when someone types “I️” ??? https://t.co/VWESZe0hLH,@503603 Great question. Is this happening with your device or are you only seeing it when someone else types? DM us. https://t.co/GDrqU22YpT,device_troubleshooting
My @115858 watch Stand function has stopped working...,@6880 When did you first encounter the issue?,device_troubleshooting
@AppleSupport currently needing some help https://t.co/APOlEKCg3z,@557059 Thanks for reaching out to us. Does the incorrect time show up in other applications or web browsers? DM us back to continue. https://t.co/GDrqU22YpT,other_general
@AppleSupport and Battery life is too short. Sometimes when I click on the application the screen goes dark and goes back to the main menu.,@362818 We'd be happy to look into what's going on. DM us your country to get started. https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport Yeah yeah i know settings and co, can we go back to normal ? To the same way ios 10 PLEAAAAAASE ?","@340201 We always appreciate feedback. If you'd like to submit your feedback about this, you can do so here: https://t.co/oWzjJxkvlC",other_general
@AppleSupport Just upgraded to High Sierra. MacBook Air can’t power dual monitor support now. Help?,@549022 We'd love to look into this issue with you. That's not expected behavior. Go ahead and provide us with more details within DM here: https://t.co/GDrqU22YpT,other_general
THIS! FIX IT @AppleSupport https://t.co/JRWdiiok1N,"@485366 We are glad to provide you a quick, easy fix for this issue. This article walks you through it:
https://t.co/xXaXeeSRt9",other_general
"@115858 it would be lovely if the people i blocked on my iMessage would stay blocked, wtf",@450269 Let's take a look at it together. Which device and iOS version do you have that is affected?,other_general
@115858 I need help working in photoshop and this happened been waiting for an hour i cant loose the work please save me. https://t.co/t0zEdTmdr4,@360685 Are you able to use any other functions on the Mac? Let us know in Direct Message and we'll take a look. https://t.co/GDrqU22YpT,other_general
@AppleSupport #ios11 can’t type in twitter or Instagram search boxes now can’t types DM replies on twitter. I don’t want to read your long articles. I want you to tell me how to fix worst software ever.,@357406 Let's look into this together. We ask that you restart the device and attempt to DM us again. https://t.co/GDrqU22YpT,feature_howto
@AppleSupport Nope... night shift isn’t enabled... it randomly either goes really bright or a dark screen... https://t.co/eRCzbUZc5m,"@201003 OK, thank you. Does this seems to happen when you're doing anything in particular? Let us know in DM. https://t.co/GDrqU22YpT",device_troubleshooting
@AppleSupport A1778 - 11.1.2 (15B202),"@118930 Thanks. Did you already try our suggestions to help maximize battery performance found here: https://t.co/TpjqFp3jxD
Send us a DM and let us know the results. https://t.co/GDrqU22YpT",other_general
Keyboard isn’t working on my iPhone. What’s up with that @115858,@680075 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,device_troubleshooting
@AppleSupport I keep trying to cancel my genius bar reservation but your site keeps crashing.,@332005 We're happy to see how we can help. Can you send us a DM? We'll continue there. https://t.co/GDrqU22YpT,device_troubleshooting
I HATE HAVING “I “ corrected to the freaking box emoji like fix that already @115858,@512695 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.  DM us. https://t.co/GDrqU22YpT,other_general
@AppleSupport It happens every time without fail. I’m using the latest.,"@470180  So we can look at all of your support options, could you provide your current location?  Please answer in DM. https://t.co/GDrqU22YpT",other_general
@AppleSupport why do the alarms on my iPhone 6 sound a few minutes late? iOS 11 in airplane mode,@409816 We'd love to help. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU2kzhr,other_general
So @AppleSupport how come Siri can’t send tweets for me anymore since the update?????,@197340 Thanks for reaching out to us. Do you have Siri turned on in Settings&gt; Twitter on your device?,other_general
@AppleSupport Network issue. No worries.,@779805 Are you still having isssues? Let us know and we can help out.,other_general
"@AppleSupport iOS 11.3 has broken my phone. Volume control doesn’t work, alarms have no sound, battery life horrific, freezes all the time",@424362 Help is here. Let's get to work on this together. Please meet us in a DM and we'll get started: https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport I’ve done the last two updates, hence the “last two updates” mentioned in OP. And after each update, the freezing started happening. And it happens to all apps... ALL - including Apple apps (like mail)","@485949 So that we can avoid having you repeat anything, have you completed any troubleshooting steps on your own so far? DM us and let us know. We want to investigate further with you. https://t.co/GDrqU22YpT",device_troubleshooting
@AppleSupport are AirPods region free? As in charging them. Bought in USA on vacation in Europe. I know most phones are but want to double check on AirPods.,"@667998 Great question! Charging your AirPods is done the same way, regardless of the country you're in. Learn more here: https://t.co/rrVuvXThX5",other_general
@AppleSupport The issues is resolved temporarily after a restart. I’m having to restart my phone every day.,@128113 Send us a DM if this happens again and we'll continue troubleshooting. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport @513238 I have the same issue as well. Wi-Fi downloads not working on multiple signals and data downloads are taking forever. Fix this!!,@513237 We’re here to help. Please DM us the software version you’re using so we can better assist you. https://t.co/GDrqU22YpT,device_troubleshooting
"@AppleSupport so last week I noticed my phone restarted automatically &amp; my pics disappeared but never appeared back fully. Had 2,500+ but it’s just 1,600+ now. Is it my iCloud? https://t.co/BmyQZDxlaE",@695210 We know how important your photos are. You'll want to get in touch with a photos expert here: https://t.co/IBIY3vMgPj,device_troubleshooting
@115858 fix this 🤢 https://t.co/6JHlM0uODC,@596140 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,other_general
Hey @AppleSupport can you PLEASE stop turning on my WiFi after i’ve turned it off 6 times!!!!!!,@472369 We made some changes to the way Wi-Fi works in Control Center. This article has the details: https://t.co/JxDWijvIa0,device_troubleshooting
"@AppleSupport Iphone 5S on IOS 10 keeps crashing everytime I enter the messages app. i tried resetting all settings, deleted all texts and soft reset (pressing home +power button) and still crashes :(",@150972 We'd be happy to help out. Does this persist when on cellular and Wi-Fi networks? When did you notice this happening?,device_troubleshooting
Why is my phone always getting stuck on dock connector when its not even connected @115858 @AppleSupport https://t.co/wnwjb5tjJF,@249518 We'd love to help. Does Settings &gt; Bluetooth show the dock connector here as well? Which iOS version is running on the iPhone? This will get us started moving in the right direction. https://t.co/GDrqU22YpT,device_troubleshooting
pls @AppleSupport help me how do i get a Lot of videos from my phone to computer,@404550 We'd like to help! Check out this article: https://t.co/KSr0Br9YuG,feature_howto
@AppleSupport Everything I do with my phone is slower or barely works. I’m not exaggerating. The experience was fine before IOS11.,@320273 Let's dive into this issue via DM. Let us know which iOS version shows in Settings &gt; General &gt; About using the link below. https://t.co/GDrqU22YpT,device_troubleshooting
I’m getting this pop up whenever I open the device or every 10 mins of mobile on time. Help?!! @115858 @AppleSupport https://t.co/oOja73VkDf,@624313 We'd be happy to help. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,other_general
@115858 @AppleSupport when do you guys plan to do a new release? New OS has made my iPhone very slow and miserable.,@407763 That's not the experience we want you have with iOS 11. Follow us to DM and we'll get started. https://t.co/GDrqU22YpT,device_troubleshooting
@115858 @AppleSupport Why do you do it,@166026 What kind of issues are you experiencing with your iPhone? We’d like to take a closer look at this with you.,other_general
@AppleSupport and also the clock app wont open and the battery is draining drastically. Please help,@245235 We're glad you reached out. Follow these steps: https://t.co/osZOKKTalm Let us know if that resolves the issue.,device_troubleshooting
I️ am so shocked @115858 hasn’t fixed this stupid glitch. Ruining my conversations.,@631977 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting
Hey @115858 can you fix this whole I️ thing?,@530921 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting
"Hi @AppleSupport, I lost my right AirPod and I am in Greece, what is the procedure?",@483124 We're sorry to hear you lost your AirPod! We can definitely look into your options. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,other_general
@AppleSupport Can I share a mix playlist in my iTunes with someone else?,"@214820 Thanks for reaching out. Just to clarify, are the songs in the playlist from Apple Music or music you've downloaded into iTunes?  Let us know via DM. https://t.co/GDrqU22YpT",feature_howto
Can't get onto my phone because @applesupport can't change a password in under a 2 week time period.. I'm pissed. Can someone help me before I go out and buy a freaking android?? How a company as big as apple cannot help me recover an apple ID in under 2 weeks is just ridiculous,"@557063 We can provide some info. The time for account recovery varies based on factors such as how much verification info you provided. While we can answer your questions about the account recovery process, we can't verify identity or expedite the process in any way.",account_access
"@AppleSupport through iTunes but I deleted some songs a while ago , how can I get them back ?",@61276 We can take a look together. DM us and we'll work from there: https://t.co/GDrqU22YpT,feature_howto
"Okay @115858, quit being an asshole and fix the “i” issue. Nobody thinks it’s funny anymore. Sincerely, every iPhone user.",@531453 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_general
"@AppleSupport Hey @AppleSupport, I completed the 11.1.1 update, and I am still seeing the symbol(s). What’s up with that?",@645402 We'd like to look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,other_general
"Dear @115858 , 
Fix this glitch where I see “?” Boxes in the place of emojis and the letter “I” I have a red 7+ on the newest update so this is ridiculous! Fix it TODAY! 
 
- Unsatisfied Customer",@586506 Let's take a closer look together. Is iOS 11.1 the version currently installed and have you tried any steps? DM us here: https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport https://t.co/5XP5nAKQi6,@249644 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,other_general
@505248 @115858 My wife's 6 started with the touch disease. After our interactions with customer service we are boycotting @115858,@505247 We'd love to help. DM us what country or region you're located in. https://t.co/GDrqU22YpT,other_general
"So glad I️ updated my phone thinking it would fix the “?” glitch, now my phone just runs super fucking slow. Thanks @115858",@622794 We'll be happy to help. DM us and we'll get started. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport No. I updated via mobile and I update at it showed in my mobile. But iOS 11.0.2 was working bit fast then iOS 11.0.3,"@328757 OK, go ahead and send us a DM so we can look into this further with you. https://t.co/GDrqU22YpT",other_general
"Dear @115858 The ios 11 has a failure in the keyboard, ussually when I enter to wpp and some of the apps, they dissapear from time to time...",@396505 We'll be glad to help. Which device are you using? Do you have iOS 11.0.3 installed?,device_troubleshooting
@AppleSupport If that’s the most recent then yes,"@173649 Okay, thanks. Let's get to DM for our next steps. https://t.co/GDrqU22YpT",other_general
Anybody having connective issues since the new iOS update? @115858,@374040 Let's look into this connection issue for you. Send us a DM with more details about what you are experiencing. https://t.co/GDrqU22YpT,other_general
"@AppleSupport No. I'll try to login to my Apple ID, says ""signing into iCloud"", &amp; then takes me straight back to the login page again. Therefore, I'm unable to sign into the app store, Apple music, etc. I've tried restarting my phone multiple times too with no luck.",@253618 We'd like to continue looking into this. Let's meet in DM. https://t.co/GDrqU22YpT,account_access
"@115858  @AppleSupport music and podcast “skip” around like a CD, then distorts and clears up in few seconds, only happens after iOS 11","@118095 We're here to help. Did this happen after a specific update, or just recently? Thanks!",other_general
@AppleSupport Dont understand the kind of a OS release to the users which makes the phone completely unusable. #iOS111 testing directly done in prod env,@591015 Let us help troubleshoot your iPhone. Reach out to us in DM with more details about your device and we'll go from there. https://t.co/GDrqU22YpT,other_general
Anyone else lost all their contacts on iPhone? Mine have just randomly disappeared! @AppleSupport any ideas? #ios1112 #LostContacts,@364007 We want to help. Are you using iCloud Contacts?,device_troubleshooting
"@115858 we're going to have to square up, my phone has been turning on and off for the past three days and won't turn on unless I plug it in.",@597071 Hello there. Please meet us in a DM and we'll check a few things together. Tap here to continue and we'll get started: https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport my imessage isn’t working my messages are not going through i turned it off and turned it back on and its still not working..,"@700261 We're here for you! To ensure that we're on the same page, let us know which device and software version you're using. Did this issue begin suddenly? If so, will it be possible to test while connected to a different network?",device_troubleshooting
"Hello @AppleSupport Impossible since 3 days to access my purchase history, ask me for pwd 4 times and come back to itunes. pwd is correct :(","@508800 Hey, there. Which device are you trying to view the purchase history from? Have you tried restarting it to see if that helps? Let us know and we'll do our best to help you out.",other_general
@AppleSupport I am fully up to date now. What’s next?,"@244392 If there are no more updates in Settings &gt; General &gt; Software Update, the next step is to see if the battery works properly.",other_general
@115858 why doesn’t Siri work on my iPhone X? Help me please.,"@744649 Let's get Siri working for you again. First, can you tell us what happens when you press and hold the Side button? Also, can you go to Settings &gt; General &gt; About, and tell us the exact iOS version?",other_general
@AppleSupport why does autocorrect keep changing it to I.T !,"@686596 Let's see if we can find out. To start, which device and OS version do you have?",device_troubleshooting
"@AppleSupport I can receive iMessages from my iPad but I can't receive it from my iPhone, help!",@336267 We're here for you. The steps in this article should help: https://t.co/fAtBeuPOkV,other_general
"@495554 @116333 My 10-month old Macbook Pro already has keyboard issues, so yeah...",@495553 We'd like to look into any keyboard issues your Macbook Pro is experiencing. Send us a DM and we'll get started. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport Any way to unlock a apple watch from icloud activation lock mode? Want to buy one that is like this for cheap?,@529982 We'd be glad to help. Activation locks have to be removed by the person who owns the Apple ID Account. https://t.co/yYdDR7k0Bm,device_troubleshooting
@AppleSupport iOS 11 is killing my battery. Drains much quicker. Is something being done to fix this??,@198164 We know battery life is important. We recommend checking out this link: https://t.co/bivpdfBNJ6,device_troubleshooting
@AppleSupport I’m having a problem with my high Sierra update on my MacBook Pro since yesterday it’s been like this and I’m just waiting around hoping my stuff is not going to get deleted 😭😫😞 https://t.co/qWP4M22Mko,@682305 We'd like to help! Send us a DM &amp; we'll continue there. https://t.co/GDrqU22YpT,other_general
@AppleSupport 2/2 and there was an alert sound that happened as well like an alarm.,"@471589 Try this, let's go to Settings &gt; Safari &gt; Clear Website History and Data. Then reboot and try again.",other_general
"@662954 @AppleSupport It takes forever for apps to load, and when they load, nothing updates. I keep restarting to make anything work","@662953 That's not the behavior we'd expect and we'd like to help. To start, please DM us with the country where you're located and the model of iPhone you're using. https://t.co/GDrqU22YpT",device_troubleshooting
@115858 @AppleSupport what’s wrong with my keyboard? https://t.co/P4ikdTewHR,"@458256 We'd love to look into this. In DM, please let us know the software version you're using. https://t.co/GDrqU22YpT",device_troubleshooting
@AppleSupport is there a way in iOS to show connected peripherals? Trying to troubleshoot issue with @27264 external device in 11.2 on iPad Pro.,"@172492 This depends on the device. For the best support, you'll want to reach out to the manufacturer for device specific troubleshooting steps.",other_general
@115858 my phone has been acting up since i’m updated I.T last Monday.. is this a ploy you’re using for me to get the new iPhone ?,@728198 Thanks for reaching out. We want to help. Would you tell us a bit more about what happens to your iPhone since you updated?,other_general
Why is “ I️” being turned into an exclamation point and a box @AppleSupport???,@446872 Thanks for reaching out to us. We would love to help you. Can you please tell us which version of iOS you are currently running?,device_troubleshooting
My phone is loosing battery while on the charger wth @115858,@584463 Thanks for reaching out! We’d be happy to help with your battery. DM us your exact iOS version. We’ll continue from there. https://t.co/GDrqU2kzhr,device_troubleshooting
what manner of withcraft is going on when we try to type of the letter “I”? we need some answers and a new update 🙄 @AppleSupport @115858,@454887 We'd like to see what we can do to assist. What version of iOS are you currently running?,other_general
@AppleSupport is icloud webmail having login issues at the moment I'm receiving a cannot contact server message,@684185 We'd like to help. All services appear to be up and running: https://t.co/xR0BAXItoi Could you tell us which device you're experiencing this issue with?,account_access
@517311 @115858 Got the iPhone 8. Hoping Apple will send an update soon for this glitch,@517310 We'd like to help and we have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,device_troubleshooting
@115858 which is Indian model there are two iPhone x model. please help me,@468248 We’re here to address your concerns. Let's team up in Direct Message using the link below. https://t.co/GDrqU22YpT,other_general
@115858 @AppleSupport As I️ am sure you are aware. There is a problem when I️ type the letter I️. Please fix it soon! https://t.co/WQV7L6pO19,@514882 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting
@115858 why my “I️” shit not fixed yet??!!,"@710058 Thank you for reaching out to us. We know how important it is to have this resolved as quickly as possible. To start, what iOS version are you using?",device_troubleshooting
"Hi @AppleSupport is it possible to buy from a physical UK store and get a product posted? Sadly you have no stock online, only some stores.","@442862 We do not ship from the Apple Store, but you are more than welcome to post any item after the sale.",feature_howto
how is that I have a new iPhone 8+ and my battery is at 49% already when I left three hours ago it was at 75%? Fix your shit @AppleSupport,@283328 Let’s team up to get this addressed. When did you get your new iPhone 8 Plus? Let us know via a DM. We’ll go from there. https://t.co/GDrqU22YpT,device_troubleshooting
@AppleSupport The OS update appears to have resolved the notification bug! Thanks :),@70833 That's great news! You're welcome.,device_troubleshooting
"@AppleSupport 2/2 -card info, in order to de block my account. Is this normal? Do you ask for credit card info, or is this a hack?",@330860 This is not Apple procedure. DM us so we can look into this with you: https://t.co/GDrqU22YpT,repair_order_status
@AppleSupport Why am I getting this 30-40x a day since I got my iPhone X??? Never had this before... https://t.co/CnmnT6bwzQ,@524819 We're here for you! Let's take a look at this issue together in DM. https://t.co/GDrqU22YpT,other_general
Is there anyway to stop getting the iCloud backup message on my phone 📱 I don't want to update my iCloud 😩@AppleSupport,"@682682 Thanks for reaching out to us. We'll do everything we can to assist. So that we understand clearly, what's the exact iCloud message you're seeing?",account_access
@115858 how come every time I️ type the letter “I️” this happens ..... need to fix that https://t.co/dxfjFDZmG1,@502550 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting
"My phone is still practically new. It should not be having these issues. Crashing when typing long messages.. the stupid letter i.. not okay, @115858, not okay...",@693016 We're here to help. Please meet us in DM and we'll take a look at these matters together. https://t.co/GDrqU22YpT,device_troubleshooting
Dear @AppleSupport I did an updated and I found this!👇any suggestions? https://t.co/WjN3UaDagn,@757162 Send us a DM and we'll look at this together. https://t.co/GDrqU22YpT,other_general
@115858 @AppleSupport When pulling the control centre the icons sometimes get grayed out. See screenshot. https://t.co/aVYUMarIqI,@187681 Let's help. Is this only happening after opening then closing the Control Center? Which iOS version do you have?,device_troubleshooting
What is going on? Can’t @115858 fix this fucking “I” bug?,"@658426 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/tHicJHB57O",device_troubleshooting
"Sincere question, @AppleSupport: Is automatic deleting of text after an em dash a feature or a bug in #iOS11?","@419834 Are you noticing this issue on your device? If so, DM us which version of iOS 11 it’s on, and we’ll invesigate together. https://t.co/GDrqU22YpT",device_troubleshooting
Great. #ios11 upgrade trashed what was previously great iPhone 7 battery life @AppleSupport. Battery life = chronic problem for @115858,@447245 We'd be happy to help. DM us which iOS 11 version you're using and we'll go from there. https://t.co/GDrqU22YpT,device_troubleshooting
the fact that i is an emoji .. like i can’t wtf are y’all doing @115858,@516277 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_general
Dear @115858 this is the charger that came with my phone so not sure why it wouldn’t be supported but kindly back off… I’m frustrated 🙄 https://t.co/gES7VrO6J3,"@602207 We'd like to help. What kind of phone do you have? Also, when did you first notice this issue?",billing_subscription
@AppleSupport But this does not show the music stored on my phone like it did in os3. I do not want to store music on my phone.,@116335 We certainly want to take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,other_general
heads ups @AppleSupport I’m having an issue updating to the latest MacOS on my MacBook,"@449321 You're in the right place for help! To guide us through steps, are you trying to update to macOS High Sierra?",other_general
Pls fixed the unresponsive touch of iOS 11.0.3. @AppleSupport,@433926 Let's get to the bottom of that issue! We'd like to work on this together in DM. https://t.co/GDrqU22YpT,device_troubleshooting
@115858 @AppleSupport when i’m scrolling thru the #AppStore the preview videos of the games only lasts 1 second and cuts out.. maybe check it,@201222 Does restarting help? Are you connected using Wi-Fi or cellular data? Let us know in DM. https://t.co/GDrqU22YpT,other_general
@AppleSupport I’ll check it out. Thanks! https://t.co/AYJYyzeurg,"@529436 You're welcome. If there are no updates, or the issue persists after the update, send us a DM. https://t.co/GDrqU22YpT",other_general
@AppleSupport Yep! I’ve tried 3 and each time it said the media connection failed.,@794340 Thanks for the details. Let's meet up in DM so we can go into more detail. https://t.co/GDrqU22YpT,other_general
SO I UPDATED MY PHONE BUT THE LETTER I IS STILL FUCKED UP. WHATS WITH IT @115858,@624062 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other_general
"But seriously, how long does it take to shoot out an update to fix this mother flipping glitch, @115858?!","@645444 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. Follow these steps to back up and update: https://t.co/i5Q6RPlZCm",device_troubleshooting
@AppleSupport Twitter can’t hold its place on where I left off on my timeline. And the YouTube/ twitter loading symbol is sideways,@438295 Did you restart your device since noticing these issues?,other_general
@464344 @115858 It happened on twitter and insta!! I had to go double check I didn’t miss a update or something 😭,@461838 We're happy to help take a closer look. Please DM us and we can go from there together. https://t.co/GDrqU22YpT,other_general
iOS11 Calendar still doesn’t sync properly with MS Exchange. Why on earth do such fundamentals move backwards?  cc @AppleSupport,@553317 Send us a DM and let us know exactly what's happening with the Calendar syncing. We'll do what we can to help. https://t.co/GDrqU22YpT,device_troubleshooting
@533197 My phone never glitched until the new iPhone came out @115858,@533196 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting
"@AppleSupport This is also happening in email when I️ type I️, and if I️ allow the suggestion. https://t.co/OpkidE5bUE",@533277 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,device_troubleshooting
@AppleSupport How about some good info on High Sierra iMessage delay problem?,@692165 We're here to help. Please tell us more about what you're experiencing with iMessage on your computer.,other_general
"@AppleSupport How can I turn off these annoying ""iCloud Storage is Full"" messages on a Mac?",@356338 We can help you make more room! This article goes over how to manage your storage in iCloud: https://t.co/7vNd2QAL5s,feature_howto
@115858 My alarm doesn’t ring &amp; I keep waking up to check the time ! It’s not even my fault Apple created this stupid OS .,@586417 We'd like to help get it back to where you can enjoy it again. Is iOS 11.1 the version installed currently? https://t.co/GDrqU22YpT,other_general
Ever since I got the new iOS my phone battery started to suck. 🙁 @115858,@559676 We know how important battery life is for our phones and want to help. Click the DM link and let us know which iPhone you have. https://t.co/GDrqU22YpT,device_troubleshooting
Help @AppleSupport I can’t delete that unknown app https://t.co/LOMxLeE2JE,"@156772 Let's take a look at this together. Did you notice this after deleting or installing a new app? Have you tried restarting, or checking if it was deleted in Settings &gt; General &gt; iPhone Storage? DM us your response. https://t.co/GDrqU22YpT",other_general
