tweet_id,text,pretag,intent,gold_reply_summary,should_escalate,escalation_reason,verified
463109,"YALLL, SO IM HERE @ THE TABLE DOING HW &amp; AS PER USUAL, MY PHONE WAS SITTING BESIDE ME, PLUGGED UP... SO IM JUST OVER HERE WRITING NUMBERS &amp; ERRYTHING, &amp; SUDDENLY I SMELL SOMETHING.. I LOOK OVER, &amp; I KID U NOT THERE IS SMOKE COMING OUT OF IT... AHH IDK WHAT TO DO @AppleSupport 😭",other,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
393611,"@AppleSupport I have over 100gb free in my iPhone 7+ but the App Store won’t let me install anything, why is that?",question,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
2024289,@AppleSupport https://t.co/qFrD2D8IlE,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
2945630,Noticing my battery doesn’t last as long since latest #IOS upgrade @115858 @AppleSupport,other,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
2969017,@AppleSupport Any fixes for the I.T issue??,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",True,sue,False
686913,why is my apple music trippin @115858 @AppleSupport @115948 I need answers,other,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
304012,@AppleSupport Can iPhones be remotely removed from iCloud account if isn’t in  possession anymore or does this need to happen on that phone?,question,account_access,"Must direct to the correct Apple ID/iCloud recovery or 2FA path, not a generic password reset",False,,False
2751466,"@AppleSupport My iPhone 7s updated to the new iOS 11.1.2 : WiFi doesn’t connect, iMessages doesn’t work &amp; I don’t receive pictures or gifs. Send me an iPhone X or fix it please 😭",other,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,True
1557815,@AppleSupport I received an email saying my account status has been changed could this be spam?,question,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
1372483,@AppleSupport Old Film purchasers disappeared from my account. Please help.,other,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
1327370,Kurioses Problem mit High Sierra: Mein  Brother P-Touch Software dreht beim Druck Text nicht korrekt. Irgendwer eine Idee? @AppleSupport,question,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
2899018,"@AppleSupport 

When I enter and play in the game.. Internet it breaks madly and this angers me when will fix it plz ? ☹️🙂",question,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,True
1798984,@AppleSupport updated iOS.  Now every time I touch my iPad it switches rotation even w rotation lock on.  How come? It’s most Annoying,question,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1677110,@AppleSupport I couldn't login game center how to fix this? https://t.co/nZDzMgIaIF,question,account_access,"Must direct to the correct Apple ID/iCloud recovery or 2FA path, not a generic password reset",False,,False
1302369,Hi @AppleSupport I upgraded my iPhone 6 iOS 11.0.3 and now it’s slow and nearly unusable. Please help! #fix1103 #iPhoneProblems,other,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,True
2111461,@AppleSupport  why does my letter “eye” not work right on my phone? When I️ type it shows an exclaimation Mark and a symbol. #help,question,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
2067626,With new iOS update my battery percentage works as countdown. Why @AppleSupport .???,question,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
177813,@AppleSupport Just updated to iOS 11 and this happens to my keyboard..What happen here? https://t.co/3fMAUDBD0W,question,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
2987663,What the fuck @AppleSupport  my phone keeps hanging up calls and showing “call failure” 🤬😡,other,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
711678,@AppleSupport Ever since my iPhone 6 Plus automatically updated to IOS 11.0.2 it has been wigging out and every app is buggy. What is up?!?,question,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,True
356844,@AppleSupport my iPhone 7 Plus weirdly gets stuck at back button while using Instagram and is so slow after iOS update !!@115858,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
2820440,"@AppleSupport you ruined perfectly working devices with #ios11. my #ipad and my #iphone are unusable now. heating up. slow. draining battery.  with #ios10 i never had any issues #apple 
getting tired now after installing 5 updates in 1 month...",angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
364069,"@AppleSupport I'm on 11.0.2. Thanks! We are all having same issues, battery dies quickly, takes forever to charge &amp; performance is VERY slow https://t.co/1G9S1f3AmZ",angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
2353699,@AppleSupport https://t.co/sVqsxNzXLK,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
2940374,So my @AppleSupport issue continues. They schedule a call for this morning. I pick it up. We are talking for a few minutes. The line drops.. They dont ring back. I cant ring them.,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",True,sue,False
2780660,"@AppleSupport so what is the answer for this... charger worked perfectly the night before... my phone updated on its own and now this is happening... btw, the charger works perfectly with the iPad and my wife’s phone, just my “updated” one has this issue. https://t.co/6PdcPVBnJu",angry,billing_subscription,"Must direct to reportaproblem.apple.com or request account details to investigate the charge, without promising a refund outright",True,sue,False
2889482,@AppleSupport hi guys! I have an iPhone 6s Plus that has developed a “blurry” camera issue and the Touch ID is no longer working. Purchased earlier this year in UAE. Can you let me know via my receipt I can DM you if covered by warranty for a fix?,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
2425843,@AppleSupport can you please sort #Siri!! Trying to listen music and Siri keeps popping up when I didn’t even hold down the home button?? #help #iOS11,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1811804,what？@AppleSupport https://t.co/K8hTr2tun9,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
2555361,What is thisssss @115858 @AppleSupport ? Worst update ever https://t.co/Qt2KWH5IEC,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",True,worst,False
1765057,why is this “I” issue coming &amp; going as it pleases? @AppleSupport y’all need to fix this &amp; stop playing with me. or send us all new phones.,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",True,sue,False
143563,"Help @AppleSupport since the 11.2 update, I’m having issues with some calls I make and receive: I can hear but the other person on call can’t hear me. Previous to the 11.3 update, my calls would sometimes cancel a second after connecting.",angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",True,sue,False
1760353,@AppleSupport hello yes wyd?? we gotta problem please fix this I issue “I️ “,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
633886,@AppleSupport the High Sierra OS is terrible! Safari is almost useless!! Everything’s slower! When is the fixed version coming out? Do not upgrade!!!,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
1725702,Hey @AppleSupport. Fix this stupid I️ issue. We all know you want us to upgrade to the new phone but shaming us won’t work.,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
1846470,@AppleSupport help!!! My 6s thinks I have headphones in my phone but I don’t so I can’t hear anything!!!,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
2977387,@AppleSupport it's ridiculous how hard it is to get some help every time I walk into one of your stores. My Apple Watch has been broken for almost a year now because every store I walk into it takes forever for someone to assist me.,angry,repair_order_status,"Must acknowledge the tweet's actual content, not a fully generic reply",True,"repair unresolved for ~1 year, repeated store visits",True
1924608,How tf do you hard reset iPhone 8+?! i’m getting pissed off!!! This stupid ass I️ thing and my phone won’t update!!!!!!! @AppleSupport,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
643251,My iphone 6 just keeps restarting randomly after Ios update #iosissues @AppleSupport,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
2438665,"Hey @AppleSupport 11.0.3 is cutting my battery life by 90%!!!
Fix this before I have to go Android shopping please",angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,android shopping,False
2424349,@AppleSupport after my iOS updates my battery is not even lasting half the day.....Fix this issue!!!!,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
181433,.@115858 @AppleSupport would anyone care to get in touch to sort out the mess called High Sierra after it crashed my Mac? I logged a call for support a week ago and again two days ago and no one bothered to contact me #worstcustomercareever,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,worst; week ago,False
2900368,"@AppleSupport AirPods sometimes don’t work, music pauses by itself, facetime glitches any app I go into during and my music app is the worst thing ever #whenwillIOS11notsuck",angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,worst,False
127147,@AppleSupport my phone is fucked since iOS11. Instagram has major flaws. Phone is slow and crashes. FIX IT. ASAP!!!,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,asap,False
2077966,@AppleSupport The new apple update completely messed up my iPhone SE !! 😭 how can I undo the update or is there a better one on the way?,angry,feature_howto,Must correctly answer the specific product question asked,False,,False
1450150,@AppleSupport iOS 11.1 drains my ipad battery.  I went from 100% to 7% in 2 hours while streaming radio.  Has never happened before. FIX!,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
2420325,Got a reservation but couldn’t complete order because not finding reservation “known issue with @ATT” says phone support Help @AppleSupport!,angry,repair_order_status,"Must ask for the order/repair confirmation number and acknowledge any stated delay, not offer unrelated troubleshooting",True,sue; reservation,False
1265675,"@AppleSupport My iPhone6 with iOS10.2 can't connect with my airpods well, always failed to connect, I need to restart my phone every time!!",angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
1888285,@AppleSupport fix this restarting problem please!!! just fix it all,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
2555303,"Still can’t get into iCloud. Still no contacts , still no apps ... ugh 😑 people probably think I’m avoiding them. I really dislike  @AppleSupport right now. Worst part is that when you call apple support the advisors are Uber rude 😡",angry,account_access,"Must direct to the correct Apple ID/iCloud recovery or 2FA path, not a generic password reset",True,worst,False
1168865,@AppleSupport either Help us or Let us downgrade Frm ios 11..!! 😭,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1335176,@AppleSupport I NEED HELP,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1247261,@AppleSupport Is This Real? https://t.co/6tPFFWIfu1,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
770942,@AppleSupport hi. Please check DM's.,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
407071,@AppleSupport https://t.co/AkbvodfI9S,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
2285165,"@AppleSupport I use Apple Watch series 3. After updating to watch OS 4.1 which released 3 days back, the activity app is not tracking the miles walked, calories spent. Is this an issue with the latest update ?",angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",True,sue,False
2002510,@AppleSupport Thanks for dummy update on ios 11! I used my 6S without any problem during 2 years. After ios 11 everything started to fail!!!,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1592374,@AppleSupport help me. NOW.,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1746002,@AppleSupport please fix the “I️” problem please. So sick of these question mark boxes ruining everything!!!!!!,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
1595024,@AppleSupport https://t.co/TsNOqnNnb9,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
2250005,@AppleSupport help?????? https://t.co/EfnzjIjThY,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",True,too-short-to-diagnose,False
1801028,@AppleSupport Orphaned mail? https://t.co/iRNSCUlGku,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1120242,@AppleSupport how do I fix this issue with lock screen not displaying time or notifications? Resets don’t work. https://t.co/ak4yt5ELj2,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
1639018,@AppleSupport I need help!! Check ur dms please.,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1616728,SOS @AppleSupport @115858 https://t.co/oGfRrCQEDh,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
1583800,@115858 @AppleSupport why are our iPhones now having issues with the letter I️?!,angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),True,sue,False
336599,"@AppleSupport Updated my software yesterday, and my battery drained overnight which it NEVER does - what the heck did you do to my phone??",angry,device_troubleshooting,Must acknowledge the specific symptom and give a concrete first troubleshooting step (not a generic 'sorry to hear that'),False,,False
1838672,"@AppleSupport IOS 11, causing lot of problems in my iphone. Worst version ever!!!",angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",True,worst,False
1617842,Anyone else having this iPhone problem? Whenever typing the letter “I” my phone wants to correct it to a question mark. @AppleSupport https://t.co/nqX43cCJuz,angry,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
998773,Whyyyyyyy @AppleSupport --- #imgentle https://t.co/kj2vHib2V9,short,other_general,"Must acknowledge the tweet's actual content, not a fully generic reply",False,,False
